user_id,product_id,event_timestamp,product_rating
0,84,2022-02-25,3
45,97,2022-02-03,5
31,65,2022-03-08,1
42,91,2022-02-07,2
9,76,2022-04-10,5
44,72,2022-02-23,2
19,18,2022-02-25,4
42,19,2022-02-27,3
29,53,2022-03-27,3
3,62,2022-01-19,3
40,58,2022-02-11,5
13,6,2022-03-18,4
44,53,2022-03-15,3
30,92,2022-01-19,1
47,85,2022-01-10,1
4,18,2022-01-06,5
23,96,2022-01-24,4
32,96,2022-04-22,2
48,52,2022-05-16,1
15,77,2022-03-22,4
19,44,2022-03-21,5
19,99,2022-04-11,1
35,50,2022-02-21,1
8,80,2022-01-26,4
16,73,2022-05-31,5
4,3,2022-02-19,4
24,18,2022-03-11,2
12,25,2022-05-19,3
19,80,2022-02-12,3
4,90,2022-02-17,2
25,10,2022-03-24,3
12,35,2022-04-10,1
18,2,2022-04-11,1
1,33,2022-02-14,2
47,93,2022-05-15,5
42,51,2022-04-03,3
15,73,2022-01-14,4
26,87,2022-02-15,4
11,10,2022-04-21,5
17,65,2022-03-13,3
29,90,2022-02-08,5
2,67,2022-05-24,4
24,47,2022-05-31,1
8,70,2022-03-09,1
4,59,2022-03-06,4
0,41,2022-04-09,5
11,89,2022-03-29,1
32,96,2022-04-18,2
41,95,2022-05-29,3
7,64,2022-03-04,1
23,19,2022-03-29,2
35,97,2022-04-11,4
21,17,2022-04-27,1
35,74,2022-01-01,1
25,7,2022-05-03,3
42,33,2022-04-06,3
42,79,2022-03-25,5
41,88,2022-03-31,2
18,61,2022-02-09,3
6,56,2022-03-06,5
35,87,2022-04-10,4
36,52,2022-01-23,3
18,21,2022-01-11,1
44,11,2022-02-07,1
13,54,2022-05-05,5
29,39,2022-01-20,2
38,24,2022-01-23,3
7,63,2022-04-29,1
13,36,2022-01-07,2
33,31,2022-05-02,1
36,48,2022-05-23,5
20,56,2022-05-04,5
16,13,2022-05-25,4
33,58,2022-03-08,1
5,53,2022-03-06,5
37,57,2022-05-29,5
31,61,2022-03-23,5
34,74,2022-05-31,2
39,63,2022-03-05,5
25,67,2022-03-31,2
22,57,2022-04-08,2
42,24,2022-01-24,5
44,59,2022-05-09,5
38,8,2022-01-25,4
47,24,2022-04-23,4
23,26,2022-04-19,2
23,40,2022-03-26,5
17,14,2022-03-20,2
28,32,2022-01-03,2
4,33,2022-04-25,2
21,92,2022-02-21,3
44,85,2022-01-25,1
21,62,2022-03-05,3
32,31,2022-01-05,3
10,38,2022-01-31,3
47,91,2022-01-24,4
0,23,2022-04-27,5
24,35,2022-01-29,4
19,44,2022-01-10,3
8,34,2022-03-05,3
24,18,2022-02-27,4
41,4,2022-05-04,4
35,66,2022-03-19,3
29,32,2022-01-23,3
43,1,2022-01-02,3
2,36,2022-05-13,1
47,57,2022-05-26,3
17,67,2022-05-05,2
5,40,2022-05-28,5
14,39,2022-02-08,5
39,10,2022-05-26,1
46,72,2022-03-30,1
49,90,2022-03-11,3
35,25,2022-05-26,1
43,51,2022-02-03,4
21,59,2022-01-06,5
40,16,2022-05-28,5
22,97,2022-01-18,1
21,13,2022-02-22,3
2,59,2022-01-22,2
32,99,2022-01-13,3
25,98,2022-04-28,3
34,35,2022-03-08,1
38,8,2022-05-20,4
21,31,2022-05-21,1
47,5,2022-01-01,4
11,97,2022-02-18,5
24,44,2022-02-26,3
12,54,2022-05-19,5
21,30,2022-01-12,2
48,54,2022-05-30,3
36,87,2022-03-08,3
22,6,2022-05-10,1
5,11,2022-05-05,2
44,2,2022-04-29,1
27,77,2022-01-14,4
29,38,2022-04-28,4
12,1,2022-04-29,2
26,27,2022-01-01,3
23,26,2022-04-01,5
37,54,2022-05-03,5
10,24,2022-04-15,4
39,16,2022-03-18,5
16,32,2022-01-21,2
11,76,2022-05-24,3
37,99,2022-03-08,5
38,33,2022-04-28,4
46,38,2022-05-27,4
25,29,2022-05-08,5
48,35,2022-04-21,5
23,10,2022-03-07,5
34,68,2022-04-13,1
23,89,2022-02-22,1
17,16,2022-02-08,1
43,36,2022-03-11,3
0,94,2022-02-09,5
12,77,2022-04-09,4
20,16,2022-04-28,5
39,48,2022-01-11,1
19,61,2022-01-01,2
44,46,2022-05-13,1
18,68,2022-03-14,5
36,58,2022-05-27,5
29,3,2022-05-06,5
24,93,2022-01-31,3
6,95,2022-05-05,2
3,98,2022-02-20,1
22,26,2022-03-12,1
3,82,2022-04-22,4
19,11,2022-04-30,2
33,55,2022-01-27,2
49,36,2022-01-01,2
33,47,2022-03-31,1
14,82,2022-01-24,2
39,30,2022-04-13,4
42,29,2022-01-08,3
10,88,2022-04-29,4
20,5,2022-03-10,5
12,12,2022-03-09,1
32,43,2022-01-08,2
29,54,2022-02-18,3
23,75,2022-03-02,2
3,18,2022-01-02,4
21,57,2022-05-03,3
16,72,2022-02-02,5
20,71,2022-02-25,1
12,35,2022-01-28,5
45,17,2022-02-26,2
42,55,2022-04-21,4
27,9,2022-05-01,5
21,26,2022-02-23,2
6,48,2022-05-21,5
15,94,2022-05-15,4
45,70,2022-05-27,2
10,70,2022-03-21,3
43,62,2022-04-21,3
37,46,2022-03-21,2
27,49,2022-01-03,4
29,55,2022-01-18,2
34,10,2022-02-11,4
28,61,2022-01-02,4
33,36,2022-05-25,3
13,83,2022-01-06,4
6,87,2022-01-22,4
39,75,2022-03-21,2
44,79,2022-03-02,2
49,94,2022-04-04,1
6,18,2022-05-01,4
8,26,2022-01-17,3
31,76,2022-05-28,2
23,21,2022-04-05,4
49,20,2022-02-10,2
34,69,2022-01-22,5
26,57,2022-02-08,1
7,50,2022-02-20,2
1,38,2022-05-06,3
17,95,2022-02-22,3
8,46,2022-02-14,4
15,57,2022-03-08,1
11,98,2022-01-05,4
33,57,2022-01-07,5
36,90,2022-02-10,5
49,16,2022-03-26,1
49,76,2022-02-07,2
18,96,2022-01-30,4
29,97,2022-03-26,5
43,42,2022-01-30,5
45,12,2022-03-13,5
16,99,2022-02-08,1
46,81,2022-01-17,4
34,11,2022-05-25,3
39,15,2022-03-05,2
34,21,2022-02-25,5
29,70,2022-02-08,1
16,66,2022-02-12,1
47,6,2022-01-09,2
41,54,2022-02-16,2
23,73,2022-04-19,2
33,10,2022-05-24,2
22,15,2022-04-30,1
5,47,2022-02-02,3
13,54,2022-01-31,3
6,71,2022-03-12,1
16,44,2022-03-16,3
49,35,2022-01-29,3
6,17,2022-03-29,3
10,82,2022-04-14,4
25,18,2022-04-13,3
38,1,2022-02-20,2
10,37,2022-03-04,2
26,86,2022-05-03,4
29,45,2022-01-31,4
29,60,2022-04-07,3
44,51,2022-03-02,3
6,58,2022-04-09,1
28,43,2022-02-06,1
26,96,2022-03-01,3
24,60,2022-03-27,2
9,29,2022-03-03,1
42,8,2022-03-27,5
25,81,2022-04-27,2
10,59,2022-05-29,4
10,58,2022-03-17,1
11,94,2022-05-09,3
12,28,2022-02-05,5
40,98,2022-02-26,2
10,13,2022-05-20,5
26,56,2022-02-04,2
42,39,2022-01-28,4
35,57,2022-03-21,3
13,89,2022-02-10,3
23,79,2022-05-26,3
37,4,2022-03-20,2
39,0,2022-05-20,4
1,0,2022-05-08,1
22,99,2022-05-24,3
32,14,2022-01-18,4
1,60,2022-04-01,5
28,61,2022-04-08,5
7,94,2022-01-26,3
23,70,2022-01-26,2
13,10,2022-02-16,5
35,70,2022-04-09,3
42,20,2022-04-12,1
34,1,2022-05-24,3
12,2,2022-04-11,2
48,82,2022-03-03,3
25,43,2022-02-17,5
19,87,2022-04-27,3
0,84,2022-02-18,4
18,79,2022-04-05,2
5,54,2022-02-21,1
41,17,2022-05-30,5
45,19,2022-01-28,3
40,5,2022-03-31,4
46,44,2022-01-16,4
44,57,2022-04-02,4
29,11,2022-01-24,4
21,87,2022-03-14,2
3,62,2022-04-15,2
41,14,2022-03-22,4
26,15,2022-05-15,2
30,20,2022-03-26,2
7,3,2022-02-17,1
18,30,2022-05-06,5
30,31,2022-03-02,4
20,65,2022-05-20,3
23,91,2022-03-18,3
44,61,2022-03-10,4
37,42,2022-02-10,3
33,21,2022-03-13,4
36,90,2022-03-24,4
27,89,2022-04-08,5
28,91,2022-04-25,5
46,15,2022-02-19,3
16,80,2022-04-29,3
45,88,2022-03-18,2
49,38,2022-01-19,3
35,87,2022-02-21,4
3,88,2022-01-12,3
34,37,2022-01-28,4
16,89,2022-03-26,4
12,74,2022-02-19,3
27,69,2022-03-14,5
24,40,2022-01-06,5
12,70,2022-04-07,1
38,1,2022-03-23,2
5,46,2022-01-08,1
29,77,2022-05-30,2
1,6,2022-05-01,3
1,65,2022-05-15,1
4,19,2022-03-29,4
1,68,2022-05-05,2
10,62,2022-04-03,1
24,9,2022-05-24,4
28,25,2022-04-02,4
37,79,2022-01-17,3
22,9,2022-05-04,5
13,28,2022-01-23,1
31,22,2022-05-09,3
27,13,2022-02-22,4
49,64,2022-02-12,3
31,76,2022-05-23,5
38,40,2022-02-06,1
35,43,2022-04-17,1
6,71,2022-01-28,5
38,63,2022-05-22,2
21,62,2022-01-14,2
44,27,2022-02-04,4
49,68,2022-02-14,5
26,7,2022-03-13,3
35,79,2022-05-07,1
22,10,2022-04-24,1
30,93,2022-02-07,4
37,61,2022-03-25,1
30,73,2022-05-08,2
22,2,2022-05-24,3
3,39,2022-03-08,2
37,90,2022-04-24,5
38,3,2022-02-04,2
33,57,2022-03-18,4
18,69,2022-05-11,4
31,73,2022-01-06,1
10,2,2022-03-22,4
20,17,2022-02-01,4
30,78,2022-01-19,4
42,11,2022-01-08,3
35,2,2022-05-13,1
4,65,2022-01-07,1
8,92,2022-03-24,5
29,29,2022-05-10,3
18,86,2022-04-14,5
16,56,2022-03-27,1
6,85,2022-03-15,1
2,89,2022-05-14,3
34,11,2022-04-03,3
1,15,2022-02-06,2
39,66,2022-01-28,2
25,29,2022-05-19,2
36,71,2022-02-28,5
18,69,2022-02-02,2
29,84,2022-02-26,3
44,66,2022-04-22,1
10,63,2022-04-10,4
8,1,2022-02-23,2
12,71,2022-04-14,4
20,93,2022-01-30,5
35,42,2022-03-26,1
8,64,2022-02-01,5
16,17,2022-04-11,4
32,61,2022-01-03,3
34,26,2022-05-09,4
21,41,2022-05-24,3
7,66,2022-02-14,4
12,96,2022-02-21,4
47,17,2022-01-27,4
34,7,2022-03-15,4
16,42,2022-04-16,1
19,2,2022-03-16,2
19,91,2022-01-12,1
23,3,2022-01-14,4
48,11,2022-03-19,1
39,31,2022-04-12,5
29,77,2022-03-01,4
30,30,2022-04-14,5
12,59,2022-05-20,5
18,83,2022-01-31,5
17,36,2022-01-11,4
40,46,2022-05-15,4
41,62,2022-02-12,5
3,47,2022-04-16,4
33,88,2022-04-24,5
24,88,2022-04-10,4
43,40,2022-01-25,3
47,5,2022-03-01,3
3,31,2022-03-02,2
15,34,2022-03-30,5
16,75,2022-02-07,3
3,41,2022-02-03,4
49,30,2022-03-14,4
9,31,2022-01-28,1
14,9,2022-04-03,3
20,5,2022-01-27,4
19,82,2022-01-25,1
7,69,2022-05-06,3
22,95,2022-05-25,1
7,24,2022-05-19,4
13,54,2022-01-20,4
5,0,2022-03-13,1
37,79,2022-01-23,5
45,68,2022-05-12,2
45,33,2022-01-03,4
5,67,2022-03-05,1
38,4,2022-03-29,4
12,36,2022-01-18,1
33,0,2022-03-11,4
12,36,2022-01-07,1
14,92,2022-02-23,3
14,1,2022-03-20,5
16,8,2022-03-09,4
1,53,2022-05-22,5
33,28,2022-04-06,1
31,63,2022-01-04,3
36,96,2022-02-25,2
43,35,2022-01-25,1
6,49,2022-04-28,2
34,41,2022-04-04,4
28,32,2022-03-13,5
32,50,2022-02-18,3
47,7,2022-05-14,1
21,17,2022-04-10,5
10,98,2022-03-11,5
36,78,2022-05-22,3
9,38,2022-03-24,1
11,0,2022-02-01,4
48,55,2022-04-04,1
6,16,2022-05-29,1
29,17,2022-03-20,5
17,62,2022-04-19,1
7,32,2022-04-13,4
31,81,2022-04-16,1
45,82,2022-02-02,2
6,82,2022-04-13,4
34,66,2022-05-10,3
48,48,2022-02-22,4
4,49,2022-02-13,2
36,31,2022-05-09,2
29,8,2022-03-02,5
7,22,2022-01-08,3
23,29,2022-02-19,3
28,49,2022-05-03,5
48,70,2022-01-25,4
46,62,2022-03-31,1
27,33,2022-05-04,2
18,87,2022-05-02,3
16,71,2022-05-12,4
42,13,2022-01-16,3
19,33,2022-02-18,3
32,7,2022-05-23,4
17,24,2022-04-20,3
8,26,2022-05-18,1
45,88,2022-05-11,2
6,21,2022-01-09,2
3,19,2022-04-12,3
48,9,2022-01-15,2
4,53,2022-05-16,4
13,86,2022-01-12,2
20,86,2022-03-09,5
41,41,2022-05-29,1
28,12,2022-04-18,2
40,49,2022-02-28,5
26,63,2022-03-27,3
44,73,2022-03-06,1
24,21,2022-01-08,3
49,38,2022-04-02,2
2,97,2022-04-15,2
23,13,2022-03-19,1
45,2,2022-03-31,4
14,2,2022-04-05,5
16,86,2022-02-03,4
49,7,2022-04-21,3
4,77,2022-02-26,1
12,45,2022-02-25,3
37,90,2022-02-18,2
34,26,2022-02-06,5
6,54,2022-04-29,3
12,35,2022-04-01,2
32,15,2022-02-17,2
16,57,2022-01-27,4
6,37,2022-01-13,4
10,92,2022-01-28,1
9,47,2022-03-25,1
14,52,2022-05-12,4
48,12,2022-05-26,1
49,25,2022-05-27,2
22,72,2022-03-31,5
36,49,2022-03-21,5
39,97,2022-05-07,1
31,37,2022-01-20,3
23,80,2022-05-03,2
34,44,2022-01-26,1
7,50,2022-03-24,3
8,60,2022-03-06,3
14,63,2022-05-01,2
31,5,2022-03-20,1
29,15,2022-02-02,5
42,50,2022-05-17,5
6,58,2022-05-11,3
17,78,2022-02-15,3
26,3,2022-04-09,4
45,64,2022-03-08,4
6,41,2022-02-02,1
26,47,2022-01-02,4
1,45,2022-05-22,4
2,70,2022-03-06,5
6,56,2022-05-13,1
0,11,2022-03-12,3
24,29,2022-02-26,4
27,82,2022-04-23,4
10,40,2022-04-02,5
45,16,2022-02-01,1
3,25,2022-03-26,3
30,87,2022-05-06,5
6,88,2022-04-08,5
38,78,2022-04-03,5
11,48,2022-01-30,5
20,44,2022-05-06,1
27,42,2022-01-05,2
31,22,2022-02-13,1
4,90,2022-02-06,2
28,67,2022-05-27,2
31,74,2022-01-19,4
18,19,2022-03-25,2
36,59,2022-05-23,4
14,59,2022-03-19,3
15,90,2022-05-17,1
45,46,2022-05-22,5
10,62,2022-01-08,4
17,29,2022-03-13,2
12,16,2022-04-15,4
47,34,2022-03-20,3
25,62,2022-02-13,4
29,1,2022-05-04,5
32,5,2022-02-05,2
36,76,2022-03-27,2
25,28,2022-05-23,1
25,48,2022-01-01,3
7,17,2022-04-27,4
22,68,2022-05-18,2
41,8,2022-05-24,5
10,8,2022-03-22,4
36,67,2022-05-08,2
4,92,2022-05-11,1
16,58,2022-04-30,3
33,5,2022-03-04,4
26,90,2022-05-16,1
38,83,2022-04-01,5
1,4,2022-03-24,2
49,22,2022-01-20,2
39,54,2022-05-17,3
38,22,2022-04-12,2
48,53,2022-04-21,3
3,4,2022-05-08,5
21,80,2022-03-28,1
44,33,2022-01-27,3
16,65,2022-01-13,2
25,48,2022-03-29,5
48,46,2022-04-24,5
43,6,2022-05-30,1
41,57,2022-04-07,1
26,59,2022-03-08,2
23,72,2022-01-11,4
15,51,2022-02-08,4
9,41,2022-05-15,2
1,49,2022-03-01,1
13,7,2022-05-07,4
28,83,2022-03-07,4
27,85,2022-01-06,2
36,36,2022-02-01,5
19,46,2022-05-30,3
44,99,2022-01-27,5
16,77,2022-01-30,2
37,63,2022-03-06,2
17,31,2022-03-13,4
3,32,2022-02-13,2
25,91,2022-05-08,2
31,11,2022-04-19,1
33,81,2022-01-14,5
4,40,2022-01-09,2
9,14,2022-05-02,3
0,60,2022-02-07,5
5,20,2022-01-04,4
8,21,2022-02-05,1
36,42,2022-05-21,2
27,84,2022-04-06,3
1,30,2022-03-30,1
25,66,2022-02-12,2
11,2,2022-05-27,4
2,98,2022-02-16,3
24,33,2022-01-29,1
34,52,2022-02-21,4
44,74,2022-03-27,5
28,91,2022-05-05,1
8,21,2022-04-01,4
32,53,2022-05-06,5
39,41,2022-01-14,4
1,27,2022-03-16,1
17,81,2022-01-12,1
26,46,2022-02-12,2
33,20,2022-02-04,1
3,29,2022-04-24,2
5,8,2022-02-08,2
29,6,2022-04-11,4
28,57,2022-02-10,4
15,59,2022-05-23,5
47,76,2022-05-13,1
27,89,2022-01-03,1
41,21,2022-02-23,5
29,3,2022-03-06,1
10,42,2022-02-27,3
46,63,2022-02-22,1
4,36,2022-01-04,5
25,14,2022-01-21,3
30,66,2022-02-07,1
10,47,2022-04-29,4
0,7,2022-02-04,5
9,84,2022-01-17,4
1,99,2022-03-10,5
30,70,2022-04-01,2
9,96,2022-04-15,5
44,31,2022-02-04,4
30,33,2022-03-16,1
44,55,2022-03-07,3
34,31,2022-04-28,2
5,44,2022-04-26,4
37,73,2022-05-07,3
43,7,2022-05-13,3
22,17,2022-01-27,1
36,33,2022-03-14,3
49,4,2022-05-05,1
42,60,2022-05-28,4
44,69,2022-01-12,4
1,63,2022-05-20,4
26,69,2022-05-06,2
6,24,2022-05-07,3
8,29,2022-04-04,5
4,27,2022-02-15,4
39,4,2022-04-24,3
48,2,2022-04-14,1
10,90,2022-04-26,1
45,56,2022-02-14,4
27,58,2022-03-02,4
40,66,2022-02-28,4
6,81,2022-05-01,1
22,50,2022-02-19,3
14,31,2022-05-10,4
0,73,2022-05-04,2
4,50,2022-05-29,4
25,64,2022-03-17,1
41,94,2022-03-21,5
4,5,2022-01-30,2
9,47,2022-01-11,3
3,67,2022-01-23,1
17,62,2022-05-11,2
25,2,2022-04-17,2
19,66,2022-02-01,4
18,22,2022-04-26,4
16,39,2022-03-02,1
24,20,2022-01-11,3
2,85,2022-05-18,1
36,41,2022-02-27,1
4,15,2022-02-25,2
43,77,2022-05-29,2
14,99,2022-05-15,5
31,93,2022-04-14,5
48,22,2022-05-07,3
37,58,2022-03-13,1
3,59,2022-01-31,4
13,2,2022-03-24,5
43,14,2022-04-10,1
