user_id,purchase_date,purchase_amount
24,2021-03-16,685.36
34,2021-03-08,443.55
0,2020-09-01,6.76
42,2020-01-12,790.81
3,2020-01-08,374.86
25,2021-07-10,619.28
21,2020-04-02,290.03
10,2020-04-28,353.89
43,2020-09-14,863.54
37,2020-11-10,999.38
15,2020-06-14,955.4
25,2021-02-07,425.13
34,2020-05-08,844.62
13,2020-04-11,304.32
36,2021-03-25,468.87
10,2021-06-15,48.84
11,2021-01-18,334.59
36,2020-03-23,445.3
4,2020-05-15,99.88
16,2021-11-19,748.07
27,2021-06-19,224.19
48,2020-10-31,473.8
37,2021-11-11,419.87
5,2020-06-08,875.23
17,2021-11-29,969.51
12,2020-01-14,695.59
9,2020-06-13,465.09
24,2021-08-02,229.77
12,2021-04-03,832.9
45,2020-12-13,365.21
8,2020-10-13,137.56
8,2020-05-26,789.7
32,2021-03-01,615.94
33,2021-03-27,949.47
15,2021-08-13,584.66
14,2021-05-14,25.93
45,2021-05-31,221.41
29,2021-06-01,504.43
28,2020-06-25,722.76
23,2020-03-16,681.57
26,2021-05-02,305.38
29,2020-06-16,114.35
24,2021-10-15,636.46
17,2020-09-19,659.35
7,2020-08-12,80.83
5,2020-02-26,600.41
26,2021-06-19,155.08
4,2021-02-18,789.61
29,2020-06-09,617.68
1,2020-06-24,855.36
29,2021-06-16,395.79
15,2020-06-04,338.01
20,2021-04-20,190.68
32,2021-09-17,319.97
36,2020-03-28,106.75
3,2020-04-20,788.83
18,2020-12-10,990.14
47,2021-09-22,434.61
30,2021-09-26,943.98
19,2020-07-08,104.84
2,2021-06-24,779.44
44,2021-06-26,271.32
13,2021-04-27,220.38
17,2021-08-14,260.89
33,2021-12-16,852.9
44,2021-08-23,34.6
36,2021-04-22,974.6
17,2020-01-11,732.39
7,2021-03-21,46.24
36,2020-09-02,661.25
48,2020-01-02,306.79
18,2020-05-30,395.59
45,2020-10-15,939.98
47,2021-08-23,547.17
44,2020-03-09,609.45
10,2021-07-26,188.97
28,2020-03-04,104.83
25,2021-10-16,273.42
15,2021-11-12,571.43
38,2021-02-06,853.29
9,2020-09-23,342.43
25,2020-10-09,260.2
31,2021-01-11,609.6
3,2021-07-17,323.29
47,2021-07-20,313.0
47,2020-05-19,198.79
31,2021-11-27,879.68
22,2020-06-15,558.49
20,2020-01-30,281.96
38,2021-09-09,589.52
0,2021-04-15,229.4
39,2021-06-06,87.86
49,2021-05-12,278.27
45,2021-04-30,277.81
24,2020-04-05,117.78
0,2021-02-05,60.44
34,2021-09-29,951.58
4,2021-08-12,931.55
21,2021-05-28,668.87
25,2021-01-21,757.89
6,2020-11-15,796.97
23,2021-05-26,119.9
38,2020-03-17,477.29
22,2020-03-17,665.82
28,2021-05-14,779.95
34,2020-04-09,560.05
7,2020-11-28,944.44
20,2020-04-01,633.28
41,2021-02-04,700.16
12,2020-04-26,195.2
28,2021-09-14,556.21
15,2021-08-26,558.45
0,2021-02-04,565.81
28,2021-04-26,230.54
8,2020-11-20,583.81
34,2020-02-14,12.47
17,2021-06-26,102.34
24,2021-09-30,696.01
3,2021-01-29,705.97
34,2020-03-09,109.55
11,2020-02-10,757.47
37,2020-09-29,846.6
38,2021-05-06,643.72
35,2021-02-18,184.62
47,2020-08-27,406.52
49,2021-03-19,617.8
24,2021-10-18,869.08
20,2020-07-20,184.86
20,2021-12-25,657.62
38,2020-12-24,101.96
40,2021-09-25,398.13
27,2020-08-18,928.73
4,2021-12-25,90.3
10,2021-07-17,762.58
12,2021-03-14,72.79
3,2020-05-08,352.12
30,2020-01-17,323.13
31,2020-12-21,919.82
23,2021-10-01,495.3
13,2020-05-17,112.13
39,2021-09-16,589.52
13,2021-09-08,169.4
31,2021-06-08,188.31
31,2021-03-10,645.96
27,2021-08-26,261.88
23,2020-05-25,788.19
37,2020-11-25,556.91
35,2021-07-05,592.68
45,2021-12-18,900.46
6,2020-01-17,312.8
3,2021-03-14,772.23
2,2020-10-12,235.86
15,2021-10-09,816.86
4,2021-05-08,249.21
49,2020-11-27,331.96
19,2021-11-05,71.26
40,2020-05-16,21.3
49,2021-11-23,292.39
41,2021-01-07,226.78
2,2021-04-22,589.53
11,2020-01-29,848.05
48,2021-03-16,639.5
44,2020-07-27,751.53
22,2021-05-04,913.49
26,2021-11-13,923.23
44,2020-09-21,866.69
32,2020-01-27,904.99
49,2021-12-12,840.99
19,2021-05-27,89.23
32,2020-05-20,421.88
28,2020-12-14,490.29
36,2021-10-14,948.69
13,2020-02-26,496.92
20,2021-06-04,51.18
45,2020-04-20,535.66
48,2021-04-16,763.6
6,2020-10-31,357.07
43,2021-12-18,253.49
38,2020-12-22,726.85
1,2021-01-10,767.1
37,2020-05-27,857.52
13,2021-01-07,116.06
29,2020-04-28,793.44
1,2021-12-05,730.9
8,2020-07-24,307.93
3,2020-11-26,349.16
18,2020-07-04,641.75
30,2020-05-16,606.86
33,2021-08-26,428.96
13,2021-12-09,424.04
25,2020-04-17,337.72
11,2021-01-14,31.17
11,2021-07-24,235.94
29,2021-09-19,607.67
16,2020-08-30,153.2
49,2020-09-28,845.51
14,2020-04-19,137.69
46,2021-06-14,281.31
34,2021-07-29,952.52
4,2021-05-23,468.95
21,2020-12-13,252.53
36,2020-01-02,910.14
25,2021-08-15,509.05
46,2021-12-01,548.11
43,2020-12-21,535.93
13,2020-09-06,663.51
4,2021-05-24,946.06
3,2020-07-10,506.2
10,2020-10-20,784.9
38,2021-10-05,49.76
40,2020-02-01,673.59
1,2021-11-05,674.99
23,2020-06-20,782.49
47,2021-10-10,476.64
32,2020-10-17,245.63
3,2020-03-26,346.32
35,2021-07-13,743.44
24,2021-04-05,831.64
14,2020-04-03,570.22
17,2021-09-16,96.65
46,2020-11-12,878.37
17,2020-01-31,74.3
47,2020-12-27,339.71
30,2021-03-28,259.92
47,2021-03-28,667.29
30,2021-11-08,520.69
22,2021-06-21,624.97
47,2021-02-08,596.9
26,2020-08-06,140.9
25,2020-07-01,142.3
25,2020-12-19,448.71
37,2020-05-25,192.79
23,2021-11-08,97.96
42,2021-09-04,975.9
18,2021-05-17,897.88
35,2021-11-19,330.49
23,2021-03-07,877.94
28,2021-02-07,913.6
45,2020-07-25,620.25
43,2021-08-06,860.66
13,2020-07-17,797.49
26,2020-07-17,699.26
38,2021-04-30,457.97
18,2020-09-20,383.9
42,2021-08-22,564.02
12,2021-10-25,70.42
21,2020-01-09,237.18
35,2021-07-02,316.58
39,2021-01-28,298.55
11,2021-02-10,439.63
34,2020-12-11,105.32
0,2021-10-03,491.93
19,2021-05-20,474.24
49,2021-12-21,299.42
7,2020-08-05,107.4
16,2020-09-05,603.52
18,2020-09-20,932.2
4,2021-07-08,730.58
48,2020-09-06,892.95
16,2021-06-08,598.0
7,2021-02-05,402.87
4,2021-11-20,247.51
21,2021-10-30,703.02
40,2020-04-11,389.17
12,2020-03-17,30.45
19,2020-02-26,338.22
14,2021-03-23,598.44
20,2021-09-07,332.36
6,2021-02-19,677.12
24,2020-05-28,137.42
8,2021-02-08,313.42
3,2021-10-22,562.34
38,2020-10-20,889.36
0,2020-03-30,751.16
13,2021-07-14,711.8
8,2021-10-16,278.63
11,2020-02-10,759.47
16,2020-08-08,743.47
33,2021-02-27,403.96
19,2020-03-12,131.61
41,2021-05-07,712.11
4,2020-10-22,425.12
21,2021-02-09,680.1
12,2021-05-10,657.14
34,2021-11-03,42.41
41,2021-04-16,858.87
31,2020-01-04,35.17
30,2020-05-11,899.04
12,2020-09-26,575.38
14,2020-11-16,358.66
7,2021-02-10,985.98
9,2021-04-30,154.45
29,2021-04-01,991.87
47,2021-01-28,732.67
37,2020-03-09,405.27
42,2021-01-25,299.06
33,2021-10-13,3.07
45,2021-12-29,391.95
40,2021-07-04,280.75
31,2021-06-26,282.05
10,2020-02-19,213.06
33,2020-10-18,672.64
45,2021-09-11,117.28
33,2021-10-19,652.72
9,2021-04-30,654.47
39,2021-12-27,840.78
31,2021-09-01,820.08
14,2020-02-09,269.33
25,2020-02-17,862.49
47,2021-12-18,547.83
0,2020-03-16,51.18
44,2020-03-19,286.86
26,2021-08-14,856.91
9,2020-11-18,380.47
16,2021-05-09,197.29
11,2021-02-26,803.65
6,2021-12-18,200.89
44,2021-08-09,821.49
0,2021-02-03,633.75
28,2020-02-19,112.89
25,2020-07-27,125.94
3,2021-12-28,761.74
47,2020-08-10,794.5
24,2021-08-20,102.33
8,2020-07-31,200.08
24,2021-04-19,214.32
27,2020-09-15,899.06
41,2021-02-07,224.77
9,2020-06-13,836.08
46,2021-02-05,590.2
19,2021-08-13,902.39
32,2021-11-09,52.32
2,2020-02-21,176.2
42,2021-06-14,211.4
28,2021-04-27,819.82
45,2021-04-12,838.77
18,2021-08-08,67.44
18,2020-08-26,963.49
15,2020-07-02,172.26
30,2021-10-04,362.27
32,2020-07-06,776.1
30,2020-12-19,460.33
25,2021-08-21,116.69
7,2020-11-14,712.02
30,2021-02-22,482.3
7,2021-04-14,803.15
34,2020-09-25,359.95
20,2020-11-11,39.43
10,2021-05-09,284.64
12,2020-11-16,535.86
25,2020-07-08,893.92
13,2021-04-01,557.13
30,2020-07-14,358.05
11,2020-11-30,935.39
14,2021-10-14,707.91
11,2021-11-16,507.56
24,2020-04-02,62.14
21,2021-10-27,83.23
11,2021-01-08,489.17
16,2020-02-13,678.39
42,2020-02-18,112.26
7,2021-09-24,889.54
39,2020-12-24,356.37
43,2020-04-13,92.56
47,2020-11-06,0.22
35,2020-03-13,82.61
16,2020-03-22,61.82
7,2020-11-14,730.7
49,2020-05-11,948.76
5,2021-04-04,52.79
22,2020-10-26,988.17
14,2021-01-21,660.38
41,2020-09-23,26.71
11,2020-03-26,170.07
7,2021-03-09,310.5
21,2020-12-29,731.89
26,2021-03-02,559.16
31,2021-01-18,133.1
47,2020-03-13,816.79
43,2021-11-08,458.8
31,2021-06-09,559.43
25,2020-11-09,908.56
34,2021-12-14,892.83
44,2020-02-06,644.6
40,2020-11-28,542.03
42,2020-04-14,749.84
8,2021-11-18,781.84
39,2020-01-16,838.9
39,2021-06-13,745.85
39,2021-11-08,398.86
17,2020-02-29,15.34
35,2020-02-19,396.32
27,2020-11-03,140.92
12,2021-12-02,724.52
18,2020-09-02,883.43
47,2020-12-27,997.88
4,2021-07-12,367.65
3,2020-11-10,93.73
30,2021-08-19,42.39
26,2021-06-21,36.52
20,2020-07-24,789.66
32,2020-08-12,953.79
25,2021-08-15,233.65
42,2020-01-09,899.93
12,2021-05-17,37.73
6,2021-06-03,169.46
15,2021-11-24,43.38
5,2021-02-22,205.59
18,2020-03-16,216.74
41,2021-03-14,934.83
32,2021-06-27,996.09
0,2021-10-27,350.06
28,2020-11-26,385.73
12,2020-11-02,548.34
5,2021-06-30,851.1
7,2021-09-04,356.47
0,2021-12-05,702.36
46,2021-09-01,328.02
38,2020-10-08,959.71
28,2020-08-15,382.91
33,2020-11-08,848.58
20,2021-08-29,702.92
47,2021-01-14,249.35
21,2020-01-11,587.32
26,2021-11-05,178.72
48,2021-06-28,243.34
46,2021-12-07,907.93
16,2021-03-26,578.41
19,2021-09-23,81.98
8,2021-10-25,70.79
44,2021-11-25,964.31
18,2021-02-28,88.0
10,2020-05-11,746.71
7,2021-01-14,101.23
24,2021-02-13,311.33
42,2020-09-30,823.74
3,2021-09-29,250.89
2,2020-09-17,672.84
2,2020-06-05,711.97
47,2021-10-04,27.29
21,2021-08-02,680.13
2,2021-12-28,741.98
20,2020-12-18,421.22
33,2020-04-16,192.76
18,2020-05-18,630.51
14,2020-03-29,100.0
5,2020-12-03,682.85
14,2020-07-10,293.48
33,2020-02-29,324.0
7,2020-04-01,267.41
49,2020-07-17,225.9
19,2020-12-18,432.52
23,2021-05-30,398.56
22,2020-06-29,551.65
33,2020-08-08,839.01
10,2020-02-07,805.76
48,2021-11-30,26.0
10,2021-11-26,698.14
40,2020-12-07,262.21
34,2020-02-03,490.86
38,2021-04-29,618.57
47,2021-10-24,89.66
40,2020-12-01,662.36
18,2020-09-09,638.97
41,2021-07-11,245.42
17,2020-04-05,579.95
44,2021-07-26,232.03
22,2020-08-31,58.91
25,2021-04-10,255.7
25,2020-12-16,455.73
3,2020-02-19,120.91
12,2021-05-22,89.48
19,2021-09-30,464.27
36,2020-08-07,997.82
37,2021-10-13,956.25
32,2020-10-03,27.01
46,2020-08-27,98.31
4,2021-01-08,639.53
30,2021-05-31,756.36
14,2020-01-03,392.54
18,2020-03-20,637.6
30,2020-07-16,958.67
34,2020-06-03,490.52
4,2020-02-01,378.77
48,2020-08-13,825.79
45,2021-10-13,880.31
32,2021-06-04,595.17
34,2021-04-26,829.7
26,2020-08-25,687.56
45,2021-08-19,788.72
25,2021-03-07,543.43
41,2021-11-24,763.97
0,2021-09-13,283.99
3,2020-03-19,828.27
40,2020-02-09,263.38
14,2021-03-03,8.59
13,2021-11-01,93.08
32,2020-01-12,189.36
3,2021-01-20,867.17
48,2021-11-24,258.39
47,2020-07-11,369.36
0,2021-04-21,875.24
12,2020-11-28,104.1
24,2021-01-24,565.51
23,2021-07-25,11.24
27,2021-08-27,82.92
16,2020-06-27,857.55
33,2020-07-19,306.24
16,2021-09-02,116.54
2,2020-03-18,473.33
32,2020-09-07,248.82
46,2020-01-03,577.48
32,2021-04-13,192.53
4,2021-06-01,856.9
6,2021-09-28,273.55
40,2020-02-07,700.39
24,2021-01-24,598.43
48,2021-06-27,500.8
39,2021-02-24,755.26
41,2021-06-17,720.12
13,2020-12-18,703.63
0,2021-06-20,800.27
9,2021-08-15,443.51
10,2020-11-12,407.17
29,2021-02-05,86.94
8,2020-04-10,451.54
48,2021-05-22,456.06
44,2021-06-21,878.87
36,2021-12-10,309.88
49,2021-11-07,605.26
5,2020-07-02,140.19
16,2020-12-04,28.41
38,2021-12-05,789.6
44,2020-08-30,852.83
21,2021-04-17,54.11
21,2020-12-11,71.28
21,2020-04-12,592.92
41,2021-11-05,122.26
33,2020-10-19,43.47
20,2020-07-03,987.71
42,2020-05-21,534.11
37,2020-06-05,407.86
25,2021-03-25,812.69
30,2021-05-14,764.05
42,2021-11-24,710.27
31,2021-04-04,184.45
28,2021-03-31,492.35
41,2021-12-25,310.12
4,2020-04-02,520.39
12,2021-06-29,174.16
14,2021-10-27,402.23
31,2020-10-20,748.7
37,2020-09-25,395.41
33,2020-07-12,840.53
41,2020-11-21,943.16
35,2020-07-01,16.56
43,2020-01-23,957.07
42,2021-05-23,322.63
36,2021-08-26,787.28
45,2021-05-13,357.87
20,2021-11-28,973.24
33,2020-07-29,188.33
49,2021-12-17,16.22
1,2020-05-03,260.17
41,2020-09-19,224.44
33,2021-11-30,160.14
44,2021-06-14,562.38
49,2021-03-16,168.07
47,2020-08-24,883.55
0,2021-05-22,750.76
14,2020-08-05,402.84
46,2020-04-16,548.34
34,2021-10-27,554.26
45,2021-06-27,580.14
23,2020-10-07,803.54
0,2020-08-24,309.81
10,2020-03-15,292.24
48,2021-12-19,602.05
27,2020-10-24,931.03
9,2021-09-05,149.32
31,2021-12-16,967.8
39,2020-02-13,745.08
40,2021-01-08,77.81
32,2020-09-10,962.56
1,2020-06-01,164.1
30,2020-06-03,816.48
45,2020-09-11,893.27
29,2020-08-02,430.16
7,2021-03-04,123.53
27,2020-11-10,231.61
40,2021-05-14,405.62
0,2021-01-24,447.05
33,2021-10-01,348.06
4,2021-08-19,189.7
10,2021-08-10,25.76
26,2020-04-11,509.8
41,2021-11-08,403.96
39,2021-12-05,437.3
28,2021-03-24,851.23
45,2021-12-08,848.55
1,2021-01-01,982.4
5,2020-08-26,533.44
28,2021-03-28,832.36
27,2020-09-18,330.99
33,2020-02-01,51.87
11,2021-03-22,213.07
13,2021-04-16,635.26
6,2020-08-25,259.04
32,2021-05-23,153.18
33,2021-11-24,769.15
39,2020-10-13,354.27
17,2020-08-15,604.57
12,2020-04-13,599.72
46,2020-06-29,312.04
2,2021-02-24,519.73
49,2020-06-04,807.38
22,2021-08-03,452.09
14,2020-09-15,172.99
44,2021-12-08,745.64
13,2020-08-17,547.68
13,2020-03-24,871.28
42,2020-10-16,442.44
46,2021-11-05,828.19
8,2020-08-13,520.26
47,2020-08-11,13.13
10,2020-10-06,382.61
35,2020-11-21,752.39
23,2020-04-11,593.73
5,2021-05-29,610.7
9,2020-12-21,85.24
22,2021-09-20,870.63
11,2021-03-29,359.87
31,2020-11-25,101.02
4,2021-03-23,498.55
31,2020-08-18,389.33
22,2020-08-03,690.8
39,2020-02-24,954.11
23,2020-04-16,99.92
10,2020-09-07,586.41
1,2021-06-08,330.08
6,2020-10-30,396.09
49,2021-02-10,69.84
14,2021-08-11,790.5
10,2021-11-11,32.65
5,2020-11-27,692.92
30,2021-08-08,479.86
29,2021-03-19,863.88
42,2020-03-21,423.54
16,2021-12-08,940.07
45,2021-09-22,245.05
48,2021-02-19,301.01
31,2020-03-12,130.98
12,2021-02-09,747.23
0,2020-10-08,156.32
31,2020-03-22,391.81
8,2021-08-18,338.33
43,2020-11-10,263.75
37,2021-06-30,240.17
23,2021-05-07,260.28
9,2021-01-29,158.48
30,2020-06-24,298.24
18,2021-08-07,773.47
2,2021-05-01,579.28
10,2021-06-03,790.81
27,2020-11-07,372.19
16,2020-02-12,337.9
13,2021-09-24,709.47
39,2020-12-31,869.03
30,2021-05-13,534.88
31,2020-01-14,557.17
38,2021-08-16,745.13
2,2021-03-19,629.87
6,2020-01-20,284.75
6,2020-12-21,822.66
43,2020-04-20,113.42
2,2021-09-07,957.41
9,2021-10-22,597.72
27,2021-10-22,539.41
46,2020-12-23,752.32
33,2020-06-05,109.75
27,2021-06-21,270.18
49,2021-07-16,930.09
25,2021-01-06,347.23
31,2021-08-05,247.05
49,2020-10-02,802.72
10,2021-05-08,187.7
48,2021-10-12,645.5
46,2020-03-21,170.55
42,2021-06-17,707.0
14,2020-03-17,833.3
12,2020-07-18,574.68
48,2021-05-15,833.67
19,2021-03-28,467.07
9,2021-05-07,10.7
14,2021-08-06,554.99
36,2021-08-05,700.32
15,2021-01-15,822.34
27,2020-12-13,683.01
39,2021-06-27,122.24
19,2020-05-21,760.73
35,2020-08-22,598.89
7,2020-04-05,859.74
14,2021-01-13,278.32
26,2020-04-20,890.91
40,2021-05-05,510.62
29,2020-08-26,155.75
12,2021-12-01,842.05
25,2020-08-19,222.33
23,2021-04-11,433.24
25,2020-04-29,927.29
25,2020-12-05,355.18
34,2020-10-20,424.67
45,2021-12-19,73.7
17,2021-04-28,324.58
6,2021-07-31,648.19
23,2020-02-19,550.46
9,2020-04-25,488.07
7,2020-12-27,222.14
39,2020-02-09,267.68
0,2020-03-29,653.89
8,2020-11-15,25.14
7,2020-09-18,724.9
1,2021-01-08,963.58
6,2021-12-22,876.19
17,2021-07-25,446.7
31,2021-11-23,286.82
39,2020-01-17,182.92
18,2021-11-18,738.5
9,2020-05-16,167.49
48,2020-03-15,151.64
27,2020-09-22,14.91
2,2021-05-26,148.88
41,2021-10-20,848.45
47,2021-11-25,632.06
48,2020-09-09,424.76
26,2021-06-12,314.82
32,2020-09-18,234.23
44,2021-10-06,910.94
41,2020-09-09,91.48
45,2021-06-25,910.82
15,2021-06-24,895.27
45,2021-01-05,504.69
0,2020-01-11,206.43
14,2021-02-06,150.88
41,2021-04-15,163.8
4,2020-02-27,854.74
15,2021-08-02,147.0
5,2021-10-05,83.76
29,2021-12-17,610.61
11,2020-09-07,896.86
4,2021-02-15,670.41
15,2020-01-22,790.73
19,2021-12-18,398.35
26,2021-02-01,934.54
13,2021-04-18,323.82
18,2020-09-14,887.77
29,2020-03-30,957.71
48,2021-09-30,395.17
40,2020-06-05,734.3
21,2020-10-05,890.86
26,2021-08-04,633.94
11,2021-05-15,65.92
15,2021-06-20,62.77
4,2020-08-26,230.12
36,2021-11-09,50.45
33,2021-07-10,110.46
21,2021-11-07,804.73
29,2021-05-11,776.22
17,2021-06-27,781.06
48,2020-08-07,791.35
16,2020-10-07,487.49
39,2021-10-20,324.39
26,2020-03-14,965.7
21,2020-03-08,507.63
37,2020-08-24,501.3
13,2020-10-04,706.07
31,2020-02-19,412.15
44,2020-03-21,870.57
38,2020-10-02,677.91
29,2020-06-17,215.4
11,2021-09-16,688.05
37,2020-01-23,78.27
26,2020-04-24,491.39
16,2020-01-22,818.9
1,2020-12-13,522.19
21,2020-10-28,243.8
10,2020-04-25,960.63
22,2020-09-18,767.51
18,2020-11-02,79.5
0,2020-12-12,947.9
34,2021-12-01,421.49
4,2021-02-07,67.17
35,2020-06-05,676.08
37,2020-06-15,821.11
21,2020-01-16,427.86
41,2020-05-01,926.65
43,2020-05-02,675.6
17,2021-03-17,98.36
29,2021-07-25,479.93
26,2020-12-31,381.81
6,2021-10-01,42.69
25,2020-11-19,459.37
10,2021-04-07,750.11
22,2020-01-03,874.75
26,2020-06-10,412.29
38,2020-09-30,361.14
41,2020-05-08,441.93
37,2021-10-12,280.94
42,2021-06-04,192.56
40,2021-10-30,70.07
19,2020-02-11,209.68
32,2021-06-20,843.06
21,2021-03-08,244.57
5,2021-10-30,545.25
20,2020-01-26,447.71
25,2020-02-08,107.6
6,2020-12-04,317.3
32,2020-07-08,754.9
10,2021-05-14,718.7
4,2021-05-19,977.49
11,2020-06-05,533.2
11,2020-06-26,949.61
18,2020-04-24,525.27
28,2020-04-11,213.75
32,2021-02-28,651.9
6,2021-03-08,397.66
8,2021-12-26,131.56
33,2020-11-19,255.35
40,2020-07-07,487.48
43,2020-07-04,976.83
5,2020-09-17,569.77
5,2021-05-11,695.63
45,2020-11-06,479.86
1,2021-01-25,818.55
36,2020-08-20,691.1
21,2020-04-05,108.35
35,2021-08-02,133.19
44,2021-12-28,284.15
19,2021-10-03,638.12
22,2021-02-15,469.82
32,2020-05-04,784.31
36,2021-09-18,420.45
46,2021-01-27,659.87
35,2021-02-06,317.27
3,2021-01-13,628.03
41,2020-06-25,889.13
10,2020-07-25,249.15
6,2020-06-23,531.89
14,2020-12-11,899.73
34,2021-09-16,202.57
2,2021-09-04,825.31
11,2021-06-15,322.6
36,2021-01-28,584.66
43,2020-03-12,854.89
46,2021-11-29,302.89
22,2021-09-16,754.33
33,2021-12-25,144.37
42,2021-10-10,193.42
23,2021-12-16,611.67
45,2020-12-09,909.1
17,2020-08-18,507.14
2,2020-04-18,159.44
46,2020-12-01,22.06
4,2020-09-06,237.22
1,2020-10-12,646.15
32,2020-05-09,591.07
39,2020-07-14,290.16
29,2020-03-20,651.4
14,2020-07-06,127.82
38,2021-10-30,204.85
47,2020-05-28,573.98
10,2021-04-15,17.32
11,2020-12-29,860.19
32,2020-12-02,166.4
1,2021-07-08,208.46
42,2021-12-18,123.41
3,2020-11-07,352.32
4,2020-05-19,869.86
1,2021-01-08,996.81
46,2021-04-05,345.52
34,2020-09-06,766.05
20,2021-04-13,481.51
14,2020-08-04,303.11
7,2021-03-19,768.16
48,2021-06-08,303.44
2,2021-04-03,48.2
22,2020-09-25,599.35
35,2020-11-14,925.68
24,2021-03-23,452.67
18,2021-02-19,662.4
48,2020-02-11,944.23
3,2021-02-19,422.76
49,2021-03-20,561.94
21,2020-12-14,30.47
8,2020-06-12,177.14
7,2020-08-01,994.06
29,2020-02-27,647.74
5,2021-12-26,725.28
25,2021-12-14,365.92
15,2021-09-08,325.3
27,2021-06-16,509.81
46,2021-09-12,951.49
36,2021-02-11,367.63
18,2021-04-12,101.85
16,2020-04-05,626.04
18,2021-10-19,762.66
31,2020-08-26,100.36
20,2021-03-20,710.91
16,2021-06-10,5.88
44,2020-10-22,951.65
36,2020-06-11,179.88
10,2021-06-02,360.88
48,2021-12-30,500.85
32,2020-11-27,135.62
40,2021-09-01,234.11
48,2021-07-28,511.87
44,2020-08-02,881.64
7,2021-04-14,852.96
8,2021-01-04,594.03
26,2020-02-09,489.22
12,2020-08-02,259.88
24,2020-01-07,14.34
27,2021-12-25,891.41
42,2020-04-30,322.39
20,2021-06-15,57.73
45,2021-05-17,662.26
40,2020-10-24,62.91
29,2021-10-26,617.07
8,2020-07-21,247.49
3,2021-02-18,379.5
8,2020-06-05,26.21
23,2021-08-18,346.52
32,2020-04-16,946.51
13,2020-10-11,151.88
45,2021-10-25,367.6
7,2021-03-17,765.38
35,2020-03-01,846.7
47,2020-06-16,485.31
27,2020-03-13,153.2
10,2020-07-25,402.48
4,2021-01-22,312.41
